date, pm25, pm10, o3, no2, so2, co
2022/2/13, 189, 271, 17, 4, 4, 18
2022/2/14, 210, 183, 36, 4, 5, 19
2022/2/15, 163, 197, 75, 4, 20, 18
2022/2/16, 183, 203, 17, 4, 7, 13
2022/2/17, 179, 184, 14, 4, 9, 10
2022/2/18, 185, 142, 13, 4, 4, 6
2022/2/19, 154, 113, 11, 4, 3, 2
2022/2/20, 150, 208, 11, 4, 4, 16
2022/2/21, 163, 202, 11, 4, 4, 10
2022/2/22, 178, 151, 9, 4, 3, 9
2022/2/23, 180, 191, 11, 4, 8, 9
2022/2/24, 204, 187, 12, 5, 6, 6
2022/2/25, 187, 51, 8, 4, 4, 3
2022/2/26, 135, 66, 10, 5, 6, 5
2022/2/27, 98, 83, 12, 4, 4, 4
2022/2/28, 108, 121, 14, 4, 7, 7
2022/3/1, 169, 178, 13, 5, 17, 12
2022/3/2, 188, 122, 13, 5, 7, 6
2022/3/3, 149, 113, 9, 5, 6, 4
2022/3/4, 144, 88, 11, 5, 4, 3
2022/3/5, 127, 207, 15, 5, 8, 12
2022/3/6, 189, 249, 13, 5, 6, 20
2022/3/7, 210, 166, 14, 5, 23, 8
2022/3/8, 196, 117, 11, 5, 13, 4
2022/3/9, 141, 104, 11, 5, 8, 4
2022/3/10, 129, 111, 12, 5, 7, 4
2022/3/11, 139, 115, 27, 5, 8, 6
2022/3/12, 135, 145, 30, 5, 8, 10
2022/3/13, 161, 187, 35, 5, 10, 10
2022/3/14, 189, 155, 34, 5, 8, 7
2022/3/15, 180, 137, 24, 4, 6, 5
2022/3/16, 152, 159, 35, 3, 8, 13
2022/3/17, 183, 159, 31, 3, 5, 8
2022/3/18, 188, 141, 28, 2, 8, 6
2022/3/19, 173, 202, 47, 3, 8, 12
2022/3/20, 181, 217, 69, 3, 12, 9
2022/3/21, 199, 126, 30, 2, 6, 9
2022/3/22, 141, 225, 35, 2, 11, 27
2022/3/23, 173, 275, 28, 2, 10, 14
2022/3/24, 189, 150, 30, 3, 8, 5
2022/3/25, 156, 149, 31, 2, 7, 3
2022/3/26, 141, 207, 36, 2, 7, 13
2022/3/27, 160, 259, 38, 3, 16, 25
2022/3/28, 172, 205, 37, 3, 14, 16
2022/3/29, 160, 204, 58, 3, 17, 19
2022/3/30, 292, 169, 39, 3, 20, 13
2022/3/31, 162, 105, 31, 2, 17, 6
2021/10/1, 134, 97, 38, 2, 2, 14
2021/10/2, 143, 82, 44, 1, 2, 11
2021/10/3, 104, 94, 14, 3, 2, 10
2021/10/4, 86, 91, 43, 2, 1, 7
2021/10/5, 110, 102, 24, 2, 1, 7
2021/10/6, 138, 93, 28, 8, 3, 11
2021/10/7, 131, 165, 44, 5, 4, 11
2021/10/8, 154, 148, 44, 5, 3, 11
2021/10/9, 157, 165, 94, 4, 4, 16
2021/10/10, 153, 126, 27, 4, 13, 13
2021/10/11, 140, 127, 114, 4, 13, 9
2021/10/12, 142, 164, 47, 3, 13, 7
2021/10/13, 169, 138, 54, 3, 7, 8
2021/10/14, 160, 158, 82, 3, 6, 13
2021/10/15, 173, 302, 75, , 19, 18
2021/10/16, 276, 123, 13, , 16, 9
2021/10/17, 152, 28, 13, 1, 4, 10
2021/10/18, 55, 82, 29, , 4, 12
2021/10/19, 125, 183, 37, 1, 4, 18
2021/10/20, 188, 203, 41, 1, 3, 18
2021/10/21, 162, 186, 33, 2, 3, 17
2021/10/22, 136, 129, 38, 1, 4, 16
2021/10/23, 145, 95, 38, 1, 3, 10
2021/10/24, 142, 77, 39, 2, 6, 9
2021/10/25, 118, 116, 39, 3, 5, 12
2021/10/26, 159, 191, 45, 2, 8, 13
2021/10/27, 196, 200, 52, 6, 5, 17
2021/10/28, 206, 245, 48, 3, 8, 21
2021/10/29, 230, 174, 46, 8, 5, 18
2021/10/30, 194, 263, 57, 7, 5, 31
2021/10/31, 239, 266, 62, 3, 5, 20
2021/11/1, 219, 192, 55, 2, 5, 13
2021/11/2, 202, 304, 58, 8, 5, 23
2021/11/3, 252, 445, 41, 6, 8, 24
2021/11/4, 409, 645, 32, 14, 8, 21
2021/11/5, 556, 390, 48, 15, 6, 16
2021/11/6, 386, 420, 54, 17, 5, 23
2021/11/7, 373, 403, 59, 16, 6, 20
2021/11/8, 362, 454, 67, 17, 11, 25
2021/11/9, 385, 418, 9, 18, 8, 20
2021/11/10, 337, 570, 6, 17, 8, 34
2021/11/11, 431, 658, 6, 49, 7, 34
2021/11/12, 500, 419, 6, 16, 9, 33
2021/11/13, 362, 201, 6, 2, 7, 34
2021/11/14, 227, 217, 6, 1, 10, 30
2021/11/15, 233, 283, 6, 1, 8, 24
2021/11/16, 273, 343, 6, 4, 11, 15
2021/11/17, 272, 344, 6, 2, 15, 37
2021/11/18, 278, 330, 18, 3, 15, 29
2021/11/19, 268, 272, 54, , 15, 16
2021/11/20, 222, 153, 63, 1, 16, 17
2021/11/21, 195, 134, 44, , 8, 9
2021/11/22, 165, 296, 122, , 7, 10
2021/11/23, 307, 235, 177, , 12, 26
2021/11/24, 227, 235, 51, , 7, 12
2021/11/25, 227, 293, 51, , 10, 25
2021/11/26, 258, 225, 37, , 6, 30
2021/11/27, 233, 258, 32, , 7, 17
2021/11/28, 254, 221, 38, , 12, 25
2021/11/29, 234, 216, 43, , 9, 18
2021/11/30, 253, 284, 28, 2, 9, 21
2021/12/1, 263, 157, 10, 4, 7, 12
2021/12/2, 208, 198, 23, , 5, 21
2021/12/3, 231, 207, 29, , 4, 24
2021/12/4, 210, 227, 103, , 6, 30
2021/12/5, 221, 157, 27, 9, 14, 6
2021/12/6, 202, 123, 21, 16, 8, 9
2021/12/7, 162, 155, 29, 16, 5, 20
2021/12/8, 186, 200, 25, 17, 6, 23
2021/12/9, 210, 148, 22, 15, 5, 18
2021/12/10, 181, 224, 26, 14, 4, 20
2021/12/11, 220, 240, 23, 14, 3, 15
2021/12/12, 219, 236, 24, 11, 3, 37
2021/12/13, 230, 275, 24, 10, 4, 20
2021/12/14, 259, 154, 28, 10, 10, 31
2021/12/15, 185, 187, 17, 10, 15, 17
2021/12/16, 224, 136, 29, 9, 15, 6
2021/12/17, 183, 127, 20, 9, 2, 7
2021/12/18, 181, 138, 30, 10, 3, 12
2021/12/19, 190, 223, 32, 11, 5, 13
2021/12/20, 249, 360, 27, 70, 9, 16
2021/12/21, 322, 305, 33, 64, 9, 23
2021/12/22, 278, 380, 46, 7, 6, 29
2021/12/23, 324, 264, 20, 6, 3, 14
2021/12/24, 261, 289, 33, 7, 3, 19
2021/12/25, 279, 289, 44, 6, 4, 28
2021/12/26, 292, 124, 26, 6, 9, 15
2021/12/27, 158, 119, 10, 4, 12, 13
2021/12/28, 178, 127, 28, 3, 8, 24
2021/12/29, 169, 123, 2, 3, 3, 19
2021/12/30, 168, 144, 2, 4, 4, 19
2021/12/31, 184, 243, 2, 4, 3, 22
2022/1/1, 249, 213, 2, 6, 9, 24
2022/1/2, 242, 225, 8, 7, 3, 21
2021/7/1, 105, 210, 22, 15, 6, 6
2021/7/2, 127, 98, 25, 18, 4, 7
2021/7/3, 105, 118, 48, 20, 6, 13
2021/7/4, 139, 119, 38, 18, 6, 7
2021/7/5, 127, 120, 35, 15, 7, 6
2021/7/6, 110, 121, 31, 17, 6, 5
2021/7/7, 109, 139, 27, 15, 4, 5
2021/7/8, 101, 74, 28, 13, 5, 5
2021/7/9, 100, 58, 23, 11, 4, 5
2021/7/10, 72, 67, 22, 9, 2, 5
2021/7/11, 92, 51, 17, 10, 2, 4
2021/7/12, 67, 49, 6, 14, 2, 9
2021/7/13, 72, 49, 9, 14, 2, 10
2021/7/14, 71, 55, 13, 12, 14, 6
2021/7/15, 83, 62, 23, 13, 30, 11
2021/7/16, 85, 79, 45, 11, 2, 10
2021/7/17, 114, 54, 19, 12, 1, 9
2021/7/18, 69, 17, 5, 16, 1, 11
2021/7/19, 53, 36, 2, 14, 1, 14
2021/7/20, 82, 59, 15, 16, 1, 17
2021/7/21, 84, 44, 10, 10, , 16
2021/7/22, 53, 51, 17, 11, 1, 15
2021/7/23, 66, 77, 12, 14, , 15
2021/7/24, 98, 59, 14, 11, , 12
2021/7/25, 74, 64, 16, 11, , 12
2021/7/26, 102, 52, 3, 14, , 13
2021/7/27, 87, 31, 4, 16, , 13
2021/7/28, 59, 39, 8, 16, , 13
2021/7/29, 61, 44, 8, 15, , 13
2021/7/30, 60, 48, 11, 10, 1, 13
2021/7/31, 46, 64, 57, 10, 1, 8
2021/8/1, 106, 59, 27, 23, 1, 13
2021/8/2, 83, 52, 7, 10, , 14
2021/8/3, 42, 52, 9, 11, 1, 17
2021/8/4, 40, 65, 17, 9, 1, 14
2021/8/5, 70, 76, 16, 9, 1, 23
2021/8/6, 74, 83, 8, 9, 1, 27
2021/8/7, 110, 66, 15, 13, 1, 36
2021/8/8, 122, 68, 14, 8, 1, 33
2021/8/9, 110, 104, 14, 5, 1, 29
2021/8/10, 97, 96, 17, 3, 1, 27
2021/8/11, 76, 97, 21, 2, 1, 22
2021/8/12, 77, 93, 22, 2, 1, 22
2021/8/13, 77, 102, 25, 2, 1, 17
2021/8/14, 81, 99, 22, 2, 2, 3
2021/8/15, 80, 107, 25, 3, 1, 3
2021/8/16, 90, 124, 28, 5, 1, 5
2021/8/17, 125, 122, 36, 8, 1, 8
2021/8/18, 144, 126, 27, 8, 1, 5
2021/8/19, 159, 57, 15, 5, 1, 4
2021/8/20, 88, 35, 13, 5, 1, 5
2021/8/21, 69, 52, 17, 2, 1, 3
2021/8/22, 96, 68, 40, 4, 1, 5
2021/8/23, 113, 97, 14, 7, 1, 5
2021/8/24, 145, 96, 18, 3, 1, 3
2021/8/25, 91, 106, 22, 4, 1, 6
2021/8/26, 84, 128, 25, 4, 1, 12
2021/8/27, 105, 98, 24, 2, 1, 3
2021/8/28, 120, 89, 26, 1, 1, 2
2021/8/29, 127, 47, 20, , 1, 2
2021/8/30, 61, 35, 8, 2, 1, 3
2021/8/31, 57, 38, 6, 3, 1, 6
2021/9/1, 65, 46, 22, 2, 2, 12
2021/9/2, 65, 51, 22, 2, 2, 7
2021/9/3, 72, 56, 20, 3, 2, 7
2021/9/4, 92, 79, 28, 3, 1, 9
2021/9/5, 110, 106, 66, 2, 2, 8
2021/9/6, 141, 66, 19, 1, 2, 7
2021/9/7, 108, 53, 15, , 2, 4
2021/9/8, 59, 56, 14, , 1, 5
2021/9/9, 68, 54, 14, 1, 2, 5
2021/9/10, 79, 27, 12, 2, 1, 6
2021/9/11, 55, 54, 55, 2, 2, 9
2021/9/12, 87, 63, 10, 1, 1, 5
2021/9/13, 96, 61, 11, 1, 2, 6
2021/9/14, 60, 57, 16, 1, 2, 6
2021/9/15, 49, 49, 38, 1, 1, 7
2021/9/16, 61, 51, 12, , 1, 5
2021/9/17, 55, 64, 17, , 1, 7
2021/9/18, 81, 57, 17, , 1, 5
2021/9/19, 79, 58, 20, , 2, 5
2021/9/20, 76, 57, 19, , 1, 6
2021/9/21, 75, 52, 18, , 1, 5
2021/9/22, 69, 49, 20, , 1, 5
2021/9/23, 62, 46, 13, , 1, 7
2021/9/24, 62, 60, 20, , 1, 8
2021/9/25, 80, 62, 17, , 2, 5
2021/9/26, 88, 88, 26, , 2, 7
2021/9/27, 130, 83, 18, , 2, 6
2021/9/28, 106, 66, 20, 2, 2, 5
2021/9/29, 74, 69, 22, , 1, 7
2021/9/30, 90, 102, 22, 3, 1, 13
2021/4/1, 90, 111, 37, 16, 9, 7
2021/4/2, 122, 122, 48, 21, 20, 10
2021/4/3, 149, 113, 48, 22, 14, 10
2021/4/4, 139, 194, 68, 29, 27, 13
2021/4/5, 178, 201, 80, 17, 13, 10
2021/4/6, 179, 180, 49, 19, 11, 8
2021/4/7, 154, 105, 47, 23, 10, 8
2021/4/8, 128, 160, 39, 27, 15, 15
2021/4/9, 151, 128, 65, 30, 19, 10
2021/4/10, 147, 152, 59, 27, 21, 10
2021/4/11, 150, 186, 61, 31, 27, 12
2021/4/12, 170, 168, 53, 28, 17, 8
2021/4/13, 161, 141, 49, 19, 16, 7
2021/4/14, 138, 160, 54, 19, 8, 9
2021/4/15, 149, 244, 49, 12, 20, 8
2021/4/16, 156, 79, 41, 6, 8, 6
2021/4/17, 106, 117, 60, 8, 14, 8
2021/4/18, 140, 149, 53, 14, 20, 10
2021/4/19, 144, 174, 44, 7, 28, 7
2021/4/20, 137, 85, 44, 5, 8, 6
2021/4/21, 116, 99, 51, 3, 11, 6
2021/4/22, 118, 95, 34, 4, 11, 6
2021/4/23, 113, 90, 53, 6, 14, 6
2021/4/24, 118, 136, 66, 16, 19, 13
2021/4/25, 150, 262, 78, 26, 15, 22
2021/4/26, 235, 353, 83, 27, 20, 25
2021/4/27, 258, 360, 77, 24, 19, 21
2021/4/28, 266, 278, 79, 12, 14, 11
2021/4/29, 222, , , , , 
2021/5/8, 145, 95, 77, 3, 7, 6
2021/5/9, 134, 98, 54, 3, 7, 7
2021/5/10, 136, 104, 89, 1, 7, 7
2021/5/11, 132, 105, 53, 3, 7, 5
2021/5/12, 102, 67, 48, 2, 6, 5
2021/5/13, 98, 82, 61, 5, 6, 5
2021/5/14, 112, 161, 42, 11, 8, 3
2021/5/15, 119, 106, 59, 20, 13, 7
2021/5/16, 140, 129, 50, 26, 14, 9
2021/5/17, 153, 61, 20, 10, 4, 1
2021/5/18, 69, 48, 12, 10, 4, 2
2021/5/19, 97, 42, 23, 11, 3, 4
2021/5/20, 276, 44, 25, 12, 4, 2
2021/5/21, 72, 51, 39, 14, 5, 3
2021/5/22, 119, 499, 41, 14, 4, 6
2021/5/23, 182, 96, 61, 16, 9, 5
2021/5/24, 113, 101, 66, 19, 12, 8
2021/5/25, 94, 116, 184, 27, 15, 14
2021/5/26, 133, 113, 77, 18, 7, 10
2021/5/27, 120, 69, 31, 9, 3, 8
2021/5/28, 65, 67, 31, 9, 3, 6
2021/5/29, 38, 101, 32, 12, 7, 7
2021/5/30, 64, 115, 52, 20, 6, 9
2021/5/31, 115, 115, 40, 16, 4, 9
2021/6/1, 89, 89, 41, 17, 8, 9
2021/6/2, 121, 119, 69, 18, 11, 11
2021/6/3, 159, 109, 61, 15, 7, 9
2021/6/4, 129, 83, 49, 16, 5, 9
2021/6/5, 93, 110, 45, 20, 6, 10
2021/6/6, 100, 120, 58, 20, 8, 10
2021/6/7, 121, 333, 25, 20, 4, 10
2021/6/8, 136, 263, 27, 14, 4, 8
2021/6/9, 112, 121, 34, 10, 4, 9
2021/6/10, 128, 112, 31, 13, 4, 9
2021/6/11, 91, 70, 26, 10, 4, 7
2021/6/12, 104, , 35, 13, 6, 8
2021/6/14, 99, 83, 48, 12, 4, 6
2021/6/15, 71, 63, 32, 14, 4, 9
2021/6/16, 88, 75, 29, 12, 6, 9
2021/6/17, 107, 45, 19, 10, 3, 6
2021/6/18, 63, 48, 16, 10, 6, 6
2021/6/19, 68, 36, 6, 9, 2, 6
2021/6/20, 54, 60, 25, 12, 4, 7
2021/6/21, 89, 106, 44, 15, 6, 9
2021/6/22, 121, 144, 30, 17, 8, 12
2021/6/23, 149, 78, 34, 11, 4, 10
2021/6/24, 116, 114, 41, 15, 7, 8
2021/6/25, 132, 102, 44, 18, 10, 8
2021/6/26, 116, 115, 40, 12, 8, 7
2021/6/27, 155, 105, 49, 15, 5, 8
2021/6/28, 147, 140, 45, 19, 10, 9
2021/6/29, 146, 297, 21, 22, 7, 10
2021/6/30, 130, 174, 27, 14, 4, 6
2021/1/4, 173, 71, 15, 12, 11, 10
2021/1/5, 144, 112, 10, 17, 7, 9
2021/1/6, 192, 129, 13, 13, 7, 7
2021/1/7, 202, 198, 10, 21, 14, 10
2021/1/8, 262, 148, 19, 20, 9, 7
2021/1/9, 224, 115, 26, 12, 4, 5
2021/1/10, 191, 117, 33, 17, 7, 7
2021/1/11, 198, 164, 30, 25, 6, 12
2021/1/12, 245, 280, 53, 33, 20, 19
2021/1/13, 321, 419, 60, 43, 11, 29
2021/1/14, 409, 593, 41, 57, 5, 25
2021/1/15, 509, 395, 6, 46, 12, 24
2021/1/16, 405, 197, , 17, 8, 14
2021/1/17, 323, 290, 2, 34, 6, 17
2021/1/18, 325, 270, 7, 37, 6, 22
2021/1/19, 346, 137, 22, 27, 4, 12
2021/1/20, 219, 212, 57, 38, 5, 15
2021/1/21, 259, 220, 18, 29, 4, 20
2021/1/22, 298, 132, 40, 15, 5, 10
2021/1/23, 215, , , , , 
2021/2/6, 156, 135, 51, 25, 7, 11
2021/2/7, 190, 222, 65, 43, 12, 16
2021/2/8, 252, 304, 65, 51, 7, 25
2021/2/9, 287, 304, 53, 41, 8, 19
2021/2/10, 278, 207, 35, 34, 15, 14
2021/2/11, 245, 306, 28, 39, 23, 17
2021/2/12, 322, 339, 29, 43, 12, 28
2021/2/13, 310, 336, 49, 44, 7, 28
2021/2/14, 301, 268, 35, 36, 8, 23
2021/2/15, 251, 261, 43, 25, 10, 18
2021/2/16, 262, 260, 39, 39, 17, 20
2021/2/17, 247, 184, 39, 33, 24, 14
2021/2/18, 230, 189, 32, 22, 10, 15
2021/2/19, 241, 162, 30, 31, 8, 15
2021/2/20, 214, 171, 39, 25, 8, 13
2021/2/21, 228, 163, 34, 33, 7, 15
2021/2/22, 206, 252, 32, 54, 6, 15
2021/2/23, 226, 354, 44, 66, 12, 31
2021/2/24, 262, 205, 37, 44, 13, 17
2021/2/25, 207, 231, 30, 36, 10, 16
2021/2/26, 192, 168, 26, 31, 25, 10
2021/2/27, 153, 150, 39, 22, 17, 9
2021/2/28, 161, 128, 32, 21, 7, 8
2021/3/1, 145, 123, 32, 17, 8, 7
2021/3/2, 141, 180, 40, 34, 14, 17
2021/3/3, 165, 251, 63, 48, 23, 20
2021/3/4, 234, 155, 35, 22, 17, 10
2021/3/5, 177, 142, 47, 11, 6, 5
2021/3/6, 175, 462, , 22, 20, 13
2021/3/7, 365, , , , , 
2021/3/9, 161, 152, 47, 24, 9, 11
2021/3/10, 163, 187, 34, 21, 10, 16
2021/3/11, 199, 133, 20, 14, 9, 9
2021/3/12, 155, 146, 37, 24, 12, 8
2021/3/13, 186, 111, 36, 19, 7, 6
2021/3/14, 157, 151, 27, 17, 11, 9
2021/3/15, 173, 215, 22, 16, 12, 9
2021/3/16, 170, 246, 31, 20, 13, 10
2021/3/17, 186, 246, 43, 23, 18, 12
2021/3/18, 195, 187, 44, 23, 16, 10
2021/3/19, 180, 163, 39, 21, 11, 11
2021/3/20, 177, 169, 39, 23, 13, 12
2021/3/21, 181, 172, 24, 14, 12, 10
2021/3/22, 160, 195, 11, 15, 15, 9
2021/3/23, 153, 137, 38, 15, 18, 7
2021/3/24, 150, 93, 26, 8, 11, 6
2021/3/25, 117, 109, 34, 13, 10, 8
2021/3/26, 144, 153, 48, 23, 14, 11
2021/3/27, 177, 203, 57, 24, 18, 15
2021/3/28, 209, 146, 42, 14, 10, 12
2021/3/29, 164, 300, 30, 12, 9, 11
2021/3/30, 175, 124, 35, 5, 7, 5
2021/3/31, 106, 133, 30, 7, 7, 5
2020/10/1, 142, 129, 115, 16, 12, 7
2020/10/2, 155, 129, 115, 18, 21, 7
2020/10/3, 155, 130, 88, 17, 23, 6
2020/10/4, 158, 120, 85, 15, 12, 6
2020/10/5, 142, 162, 92, 26, 22, 13
2020/10/6, 160, 161, 91, 24, 29, 9
2020/10/7, 178, 142, 104, 20, 15, 7
2020/10/8, 170, 152, 79, 22, 20, 8
2020/10/9, 177, 143, 92, 17, 17, 8
2020/10/10, 174, 140, 163, 18, 15, 8
2020/10/11, 170, 225, 125, 26, 24, 17
2020/10/12, 225, 169, 55, 20, 14, 13
2020/10/13, 190, 177, , 15, 16, 11
2020/10/14, 217, 203, 125, 28, 12, 13
2020/10/15, 185, 192, 52, 25, 18, 14
2020/10/16, 199, 224, 53, 30, 17, 16
2020/10/17, 211, 136, 43, 19, 14, 9
2020/10/18, 165, 153, 56, 18, 17, 9
2020/10/19, 177, 173, 56, 24, 14, 17
2020/10/20, 178, 217, 35, 31, 18, 27
2020/10/21, 188, 295, 52, 33, 24, 27
2020/10/22, 256, 237, 69, 29, 17, 27
2020/10/23, 219, 271, 41, 47, 15, 26
2020/10/24, 265, 333, 80, 72, 27, 28
2020/10/25, 289, 261, 78, 59, 21, 19
2020/10/26, 259, 186, 58, 45, 9, 18
2020/10/27, 225, 283, 75, 66, 9, 17
2020/10/28, 257, 299, 72, 61, 25, 20
2020/10/29, 276, 285, 63, 58, 10, 17
2020/10/30, 289, 283, 61, 38, 7, 13
2020/10/31, 305, 256, 22, 49, 3, 20
2020/11/1, 259, 256, 62, 49, 7, 18
2020/11/2, 265, 226, 51, 56, 12, 25
2020/11/3, 226, 553, 30, 67, 7, 32
2020/11/4, 441, 444, 40, 62, 5, 24
2020/11/5, 375, 432, 28, 66, 6, 29
2020/11/6, 368, 512, 39, 55, 7, 22
2020/11/7, 422, 632, 32, 70, 16, 20
2020/11/8, 487, 706, 30, 72, 7, 40
2020/11/9, 521, 675, 27, 63, 9, 12
2020/11/10, 556, 371, 23, 53, 8, 20
2020/11/11, 304, 324, 25, 65, 10, 32
2020/11/12, 284, 369, 84, 92, 6, 28
2020/11/13, 330, 579, 36, 93, 16, 24
2020/11/14, 534, 373, 38, 38, 8, 13
2020/11/15, 425, 88, 14, 42, 4, 12
2020/11/16, 155, 97, 23, 38, 10, 6
2020/11/17, 159, 125, 36, 46, 16, 8
2020/11/18, 186, 135, 38, 50, 24, 9
2020/11/19, 201, 158, 35, 50, 13, 8
2020/11/20, 227, 119, 33, 41, 11, 8
2020/11/21, 173, 156, 35, 56, 16, 13
2020/11/22, 219, 287, 55, 84, 12, 25
2020/11/23, 301, 369, 36, 85, 12, 31
2020/11/24, 365, 326, 25, 59, 14, 15
2020/11/25, 362, 110, 21, 30, 18, 7
2020/11/26, 178, 94, 23, 36, 19, 6
2020/11/27, 158, 122, 26, 51, 9, 10
2020/11/28, 181, 229, 41, 74, 10, 25
2020/11/29, 240, 312, 33, 89, 10, 19
2020/11/30, 301, 383, 38, 93, 12, 27
2020/12/1, 372, 289, 38, 81, 10, 24
2020/12/2, 319, 206, 70, 75, 16, 13
2020/12/3, 269, , , , , 
2020/12/7, 331, 359, 49, 61, 14, 14
2020/12/8, 343, 398, 42, 71, 20, 30
2020/12/9, 333, 215, 27, 47, 13, 16
2020/12/10, 225, 220, 20, 46, 13, 16
2020/12/11, 242, 265, 7, 27, 10, 15
2020/12/12, 355, 143, 22, 18, 8, 9
2020/12/13, 214, 118, 25, 14, 9, 7
2020/12/14, 191, 145, 24, 22, 15, 10
2020/12/15, 221, 131, 22, 21, 10, 10
2020/12/16, 196, 131, 20, 18, 5, 10
2020/12/17, 207, 141, 37, 27, 7, 12
2020/12/18, 206, 185, 39, 33, 7, 16
2020/12/19, 231, 243, 44, 38, 8, 19
2020/12/20, 276, 295, 44, 50, 11, 27
2020/12/21, 314, 545, 72, 58, 19, 17
2020/12/22, 493, 490, 70, 42, 8, 27
2020/12/23, 471, 575, 14, 70, 5, 47
2020/12/24, 452, 251, 14, 34, 8, 17
2020/12/25, 298, 274, 23, 41, 16, 20
2020/12/26, 310, 220, 67, 22, 12, 13
2020/12/27, 290, 169, 71, 17, 22, 9
2020/12/28, 172, 186, 85, 21, 19, 10
2020/12/29, 212, 163, 51, 18, 10, 11
2020/12/30, 245, 271, 55, 35, 5, 20
2020/12/31, 340, 512, 36, 46, 9, 31
2021/1/1, 506, 297, 44, 28, 12, 14
2021/1/2, 379, 112, 17, 12, 5, 7
2021/1/3, 228, 89, 30, 14, 11, 12
2020/7/1, 113, 98, 30, 7, 9, 6
2020/7/2, 136, 95, 51, 7, 11, 5
2020/7/3, 134, 67, 68, 4, 7, 6
2020/7/4, 101, 40, 70, 6, 7, 6
2020/7/5, 64, 64, 44, 6, 7, 6
2020/7/6, 102, 38, 14, 4, 7, 5
2020/7/7, 47, 41, 23, 6, 6, 5
2020/7/8, 62, 62, 96, 11, 8, 7
2020/7/9, 98, 59, 52, 8, 8, 5
2020/7/10, 65, 42, 17, 14, 5, 4
2020/7/11, 25, , , , , 
2020/7/14, 106, , , , , 
2020/7/17, 122, 56, 16, 5, 10, 4
2020/7/18, 76, 45, 49, 11, 9, 7
2020/7/19, 72, 28, 19, 13, 6, 1
2020/7/20, 58, , , , , 
2020/7/23, 119, 66, 43, 8, 11, 5
2020/7/24, 104, 46, 12, 5, 10, 3
2020/7/25, 69, 66, 30, 9, 12, 10
2020/7/26, 101, 72, 27, 10, 11, 5
2020/7/27, 91, 62, 34, 12, 9, 8
2020/7/28, 61, 54, 21, 13, 6, 8
2020/7/29, 65, 44, 39, 10, 10, 8
2020/7/30, 55, 65, 15, 8, 10, 4
2020/7/31, 104, 48, 30, 7, 9, 8
2020/8/1, 74, 54, 33, 10, 9, 8
2020/8/2, 63, 57, 30, 12, 11, 7
2020/8/3, 61, 52, 31, 10, 10, 8
2020/8/4, 67, , , , , 
2020/8/6, 27, 44, 24, 7, 11, 7
2020/8/7, 57, 72, 56, 11, 12, 8
2020/8/8, 120, 49, 26, 6, 11, 7
2020/8/9, 83, 50, 13, 4, 9, 7
2020/8/10, 80, 61, 33, 6, 9, 8
2020/8/11, 108, 52, 22, 6, 9, 6
2020/8/12, 59, 24, 6, 7, 12, 7
2020/8/13, 40, 36, 11, 7, 13, 7
2020/8/14, 49, 46, 23, 1, 8, 9
2020/8/15, 78, 35, 23, 1, 8, 8
2020/8/16, 51, 47, 31, 5, 8, 11
2020/8/17, 72, 48, 22, 9, 8, 7
2020/8/18, 62, 32, 12, 10, 8, 7
2020/8/19, 52, 29, 20, 7, 6, 7
2020/8/20, 51, 36, 20, 3, 11, 9
2020/8/21, 37, 38, 19, 1, 10, 7
2020/8/22, 35, 34, 21, , 9, 8
2020/8/23, 37, 32, 21, 3, 5, 8
2020/8/24, 26, 35, 22, 3, 8, 8
2020/8/25, 36, 44, 44, 7, 8, 9
2020/8/26, 41, 56, 27, 10, 10, 13
2020/8/27, 65, 61, 38, 11, 9, 10
2020/8/28, 98, 69, 19, 18, 13, 6
2020/8/29, 99, 39, 15, 4, 8, 7
2020/8/30, 42, 26, 19, 3, 7, 7
2020/8/31, 20, 41, 27, 5, 8, 7
2020/9/1, 42, 60, 63, 8, 9, 8
2020/9/2, 73, 64, 23, 4, 8, 8
2020/9/3, 88, 62, 27, 4, 8, 8
2020/9/4, 102, 69, 37, 11, 10, 10
2020/9/5, 112, 64, 68, 8, 10, 9
2020/9/6, 115, 75, 57, 13, 11, 8
2020/9/7, 122, 71, 95, 8, 11, 10
2020/9/8, 98, 87, 55, 12, 12, 5
2020/9/9, 129, 84, 46, 7, 9, 7
2020/9/10, 124, 101, 65, 9, 14, 7
2020/9/11, 136, 105, 33, 11, 18, 10
2020/9/12, 140, 98, 41, 7, 20, 10
2020/9/13, 144, 114, 113, 12, 18, 8
2020/9/14, 158, 114, 107, 14, 19, 7
2020/9/15, 157, 117, 49, 13, 14, 7
2020/9/16, 148, 89, 39, 8, 11, 6
2020/9/17, 114, 87, 37, 10, 10, 9
2020/9/18, 104, 98, 59, 9, 13, 6
2020/9/19, 137, 113, 69, 8, 14, 6
2020/9/20, 157, 111, 53, 8, 15, 10
2020/9/21, 151, 68, 22, 6, 15, 9
2020/9/22, 78, 56, 25, 4, 9, 7
2020/9/23, 56, 71, 54, 7, 23, 8
2020/9/24, 94, 105, 60, 15, 9, 11
2020/9/25, 115, 126, 19, 21, 21, 8
2020/9/26, 138, 84, 50, 14, 10, 9
2020/9/27, 91, 126, 49, 17, 13, 7
2020/9/28, 139, 130, 48, 12, 13, 5
2020/9/29, 146, 112, 49, 12, 10, 9
2020/9/30, 132, 133, 55, 19, 14, 8
